EMDN V2					
CATEGORY 	CATEGORY DESCRIPTION	CODE	TERM	LEVEL 	TERMINAL LEVEL YES/NO 
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02069002	TEST TUBE APPARATUSES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02069003	CENTRIFUGES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02069004	CYTOCENTRIFUGES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02069005	REFRIGERATED CENTRIFUGES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02069006	ULTRACENTRIFUGES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02069080	VARIOUS SAMPLE PROCESSING INSTRUMENTS - HARDWARE ACCESSORIES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02069082	VARIOUS SAMPLE PROCESSING INSTRUMENTS - SOFTWARE ACCESSORIES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02069085	VARIOUS SAMPLE PROCESSING INSTRUMENTS - CONSUMABLES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02069092	VARIOUS SAMPLE PROCESSING INSTRUMENTS - IVD MEDICAL DEVICE SOFTWARE	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02069099	VARIOUS SAMPLE PROCESSING INSTRUMENTS - OTHER	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0207	GENERAL PURPOSE IVD INSTRUMENTS	3	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W020701	SCALES	4	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02070101	ANALYTICAL SCALES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02070102	TECHNICAL SCALES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02070103	BLOOD SCALES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W020702	CRYOGENICS / FROZEN	4	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W020703	BIOLOGICAL HOODS AND CABINETS	4	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02070301	BIOLOGICAL HOODS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02070302	FUME HOODS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02070303	LAMINAR AIRFLOW HOODS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02070304	CHEMICAL FILTRATION AIR CLOSETS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W020704	SHAKERS AND HOMOGENIZERS	4	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02070401	LABORATORY SHAKERS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02070402	GRINDING MILLS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02070403	HOMOGENIZERS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02070404	BLOOD BAG MIXERS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W020790	VARIOUS GENERAL PURPOSE IVD INSTRUMENTS	4	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02079001	THERMOSTATIC WATER BATHS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02079002	DILUTERS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02079003	DISPENSERS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02079004	EVAPORATORS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02079006	BUNSEN BURNERS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02079007	FREEZE DRYERS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02079008	HEATING MANTLES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02079009	PH METERS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02079011	MELTING POINT DEVICES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02079012	LABORATORY HOTPLATES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02079013	LABORATORY REFRACTOMETERS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02079014	LABWARE DRYERS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02079015	LABORATORY TITRATORS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02079016	VISCOSIMETERS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02079017	OSMOMETERS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02079080	VARIOUS GENERAL PURPOSE IVD INSTRUMENTS - HARDWARE ACCESSORIES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02079082	VARIOUS GENERAL PURPOSE IVD INSTRUMENTS - SOFTWARE ACCESSORIES 	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02079085	VARIOUS GENERAL PURPOSE IVD INSTRUMENTS - CONSUMABLES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02079092	VARIOUS GENERAL PURPOSE IVD INSTRUMENTS - IVD MEDICAL DEVICE SOFTWARE	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W02079099	VARIOUS GENERAL PURPOSE IVD INSTRUMENTS - OTHER	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0299	IVD INSTRUMENTS - OTHER	3	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05	IVD GENERIC USE CONSUMABLES 	2	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0501	SAMPLES COLLECTION DEVICES	3	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W050101	BLOOD COLLECTION DEVICES	4	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05010101	VENOUS OR ARTERIOUS BLOOD COLLECTION DEVICES	5	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0501010101	BLOOD COLLECTION, CLOSED SYRINGES	6	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W050101010101	BLOOD COLLECTION, CLOSED SYRINGES WITH ADDITIVES	7	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W050101010102	BLOOD COLLECTION, CLOSED SYRINGES WITHOUT ADDITIVES	7	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0501010102	BLOOD COLLECTION, TUBES	6	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W050101010201	BLOOD COLLECTION, TUBES WITH ADDITIVES OR SERUM SEPARATOR	7	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W050101010202	BLOOD COLLECTION, TUBES WITHOUT ADDITIVES OR SERUM SEPARATOR	7	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0501010103	BLOOD GAS SAMPLES COLLECTION, SYRINGES WITHOUT NEEDLE	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0501010180	VENOUS OR ARTERIOUS BLOOD COLLECTION DEVICES - ACCESSORIES	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0501010199	VENOUS OR ARTERIOUS BLOOD COLLECTION DEVICES - OTHER	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05010102	CAPILLARY BLOOD COLLECTION DEVICES	5	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0501010201	CAPILLARY BLOOD COLLECTION SYSTEMS	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0501010202	CAPILLARY AND VENOUS BLOOD COLLECTION, INTEGRATED SYSTEMS	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0501010203	BLOOD COLLECTION, CAPILLARY TUBES	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0501010280	CAPILLARY BLOOD COLLECTION DEVICES - ACCESSORIES	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0501010299	CAPILLARY BLOOD COLLECTION DEVICES - OTHER	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W050102	URINE COLLECTION DEVICES	4	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05010201	URINE COLLECTION, SYRINGES	5	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0501020101	URINE COLLECTION, SYRINGES WITH STABILIZER	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0501020102	URINE COLLECTION, SYRINGES WITHOUT STABILIZER	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05010202	URINE COLLECTION, TUBES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05010203	URINE COLLECTION, CONTAINERS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05010280	URINE COLLECTION DEVICES - ACCESSORIES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05010299	URINE COLLECTION DEVICES - OTHER	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W050180	SAMPLES COLLECTION DEVICES - OTHER ACCESSORIES	4	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W050190	SAMPLES COLLECTION DEVICES - VARIOUS	4	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05019001	FAECES COLLECTION DEVICES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05019002	SALIVA COLLECTION DEVICES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05019003	SPUTUM COLLECTION DEVICES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05019005	BIOPTICAL COLLECTION, FILTERS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05019099	SAMPLES COLLECTION DEVICES - OTHER	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0502	DEVICES FOR SAMPLES TRANSPORT (non-generic laboratory products)	3	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W050201	SAMPLES TRANSPORT, CONTAINERS	4	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05020101	SAMPLES TRANSPORT, POUCHES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05020102	SAMPLES TRANSPORT, BOXES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05020103	SAMPLES TRANSPORT, BOTTLES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05020104	SAMPLES TRANSPORT, VASES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05020105	SAMPLES TRANSPORT, BAGS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05020106	BIOPSY CARTRIDGES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05020180	SAMPLES TRANSPORT, CONTAINERS - ACCESSORIES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05020199	SAMPLES TRANSPORT, CONTAINERS - OTHER	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W050280	DEVICES FOR SAMPLES TRANSPORT - OTHER ACCESSORIES	4	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W050299	DEVICES FOR SAMPLES TRANSPORT - OTHER	4	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503	DEVICES FOR SAMPLES ANALYSES (no laboratory generic products)	3	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W050301	ANALYSIS CONTAINERS	4	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05030101	SAMPLES ANALYSES, GLASS CONTAINERS	5	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503010101	SAMPLES ANALYSES, GLASS TUBES	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503010102	SAMPLES ANALYSES, GLASS CUVETTES	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503010103	SAMPLES ANALYSES, GLASSES	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503010104	SAMPLES ANALYSES, GLASS BOTTLES	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503010105	SAMPLES ANALYSES, GLASS TUBING	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503010106	SAMPLES ANALYSES, GLASS TRAYS	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503010180	SAMPLES ANALYSES, GLASS CONTAINERS - ACCESSORIES	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503010199	SAMPLES ANALYSES, GLASS CONTAINERS - OTHER	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05030102	SAMPLES ANALYSES, PLASTIC CONTAINERS	5	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503010201	SAMPLES ANALYSES, PLASTIC TUBES	6	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W050301020101	SAMPLES ANALYSES, PLASTIC TUBES WITH ADDITIVES	7	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W050301020102	SAMPLES ANALYSES, PLASTIC TUBES WITHOUT ADDITIVES	7	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W050301020180	SAMPLES ANALYSES, PLASTIC TUBES - ACCESSORIES	7	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503010202	SAMPLES ANALYSES, PLASTIC MICROTUBES	6	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W050301020201	SAMPLES ANALYSES, PLASTIC MICROTUBES WITH ADDITIVES	7	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W050301020202	SAMPLES ANALYSES, PLASTIC MICROTUBES WITHOUT ADDITIVES	7	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W050301020280	SAMPLES ANALYSES, PLASTIC MICROTUBES - ACCESSORIES	7	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503010203	SAMPLES ANALYSES, PLASTIC CUVETTES	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503010204	SAMPLES ANALYSES, PLASTIC DISHES FOR MICROTECHNIQUES	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503010205	SAMPLES ANALYSES, PLASTIC VASES	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503010206	SAMPLES ANALYSES, PLASTIC GLASSES	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503010207	SAMPLES ANALYSES, PLASTIC BOTTLES	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503010208	SAMPLES ANALYSES, PLASTIC TUBING	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503010209	SAMPLES ANALYSES, PLASTIC TRAYS	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503010280	SAMPLES ANALYSES, PLASTIC CONTAINERS - OTHER ACCESSORIES	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503010290	SAMPLES ANALYSES, PLASTIC CONTAINERS - VARIOUS	6	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W050301029001	BLOOD COMPONENTS SEPARATORS, PLASTIC	7	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W050301029099	SAMPLES ANALYSES, PLASTIC CONTAINERS - OTHER	7	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05030199	SAMPLES ANALYSES, CONTAINERS - OTHER	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W050302	PIPETTES AND TIPS	4	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05030201	PIPETTES	5	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503020101	SEROLOGICAL AND DILUTION PIPETTES	6	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W050302010101	SEROLOGICAL AND DILUTION PIPETTES, GLASS	7	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W050302010102	SEROLOGICAL AND DILUTION PIPETTES, PLASTIC	7	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503020180	PIPETTES - ACCESSORIES	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503020199	PIPETTES - OTHER	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05030202	PIPETTE TIPS	5	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503020201	PIPETTE TIPS WITH FILTER	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503020202	PIPETTES, TIPS WITHOUT FILTER	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503020280	PIPETTES, TIPS - ACCESSORIES	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W050303	MICROBIOLOGY DEVICES	4	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05030301	MICROBIOLOGICAL CULTURE DEVICES	5	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503030101	PETRI DISHES	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503030199	MICROBIOLOGICAL CULTURE DEVICES - OTHER	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05030302	MICROBIOLOGICAL CULTURE, LOOPS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05030380	MICROBIOLOGY DEVICES - ACCESSORIES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05030399	MICROBIOLOGY DEVICES - OTHER	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W050304	CELL AND TISSUE CULTURES DEVICES	4	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05030401	CELL AND TISSUE CULTURES, CONTAINERS	5	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503040101	CELL AND TISSUE CULTURES, FLASKS	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503040102	CELL AND TISSUE CULTURES, DISHES	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503040103	CELL AND TISSUE CULTURES, BOTTLES	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503040104	CELL AND TISSUE CULTURES, TUBES	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503040105	CELL AND TISSUE CULTURES, DISKS	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503040180	CELL AND TISSUE CULTURES, CONTAINERS - ACCESSORIES	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503040199	CELL AND TISSUE CULTURES, CONTAINERS - OTHER	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05030402	CELL AND TISSUE CULTURES, FILTERS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05030480	CELL AND TISSUE CULTURES DEVICES - OTHER ACCESSORIES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05030499	CELL AND TISSUE CULTURES DEVICES - OTHER	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W050305	DEVICES FOR PATHOLOGY TESTS	4	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05030501	INCLUSION DEVICES, CASSETTES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05030502	INCLUSION DEVICES, RINGS	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05030580	DEVICES FOR PATOLOGY TESTS - ACCESSORIES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05030599	DEVICES FOR PATOLOGY TESTS - OTHER	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W050390	DEVICES FOR SAMPLES ANALYSES - VARIOUS	4	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05039001	AGITATION DEVICES	5	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503900101	AGITATION RODS	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503900102	AGITATION ANCHORS	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503900199	AGITATION DEVICES - OTHER	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05039002	SLIDES FOR SAMPLES ANALYSIS	5	NO
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503900201	MICROSCOPE SLIDES	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0503900202	MICROSCOPE SLIDES COVERSLIP	6	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05039080	DEVICES FOR SAMPLES ANALYSES - OTHER ACCESSORIES	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W05039099	DEVICES FOR SAMPLES ANALYSES - OTHER	5	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0580	IVD GENERAL USE CONSUMABLES DEVICES - OTHER ACCESSORIES	3	YES
W	IN VITRO DIAGNOSTIC MEDICAL DEVICES 	W0599	IVD GENERAL USE CONSUMABLE DEVICES - OTHER	3	YES
X	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE (Annex XVI)	X	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE (Annex XVI)	1	NO
X	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE (Annex XVI)	X01	CONTACT LENSES OR OTHER ITEMS INTENDED TO BE INTRODUCED INTO OR ONTO THE EYE WITHOUT AN INTENDED MEDICAL PURPOSE 	2	NO
X	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE (Annex XVI)	X0101	CONTACT LENSES WITHOUT AN INTENDED MEDICAL PURPOSE – HYDROGEL	3	NO
X	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE (Annex XVI)	X010101	CONTACT LENSES WITHOUT AN INTENDED MEDICAL PURPOSE – HYDROGEL, SINGLE-USE	4	NO
X	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE (Annex XVI)	X01010101	CONTACT LENSES WITHOUT AN INTENDED MEDICAL PURPOSE – HYDROGEL, DAILY SINGLE-USE	5	YES
X	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE (Annex XVI)	X01010102	CONTACT LENSES WITHOUT AN INTENDED MEDICAL PURPOSE – HYDROGEL, EXTENDED WEAR SINGLE-USE	5	YES
X	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE (Annex XVI)	X010102	CONTACT LENSES WITHOUT AN INTENDED MEDICAL PURPOSE – HYDROGEL, REUSABLE	4	YES
X	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE (Annex XVI)	X0102	CONTACT LENSES WITHOUT AN INTENDED MEDICAL PURPOSE – NON HYDROGEL	3	YES
X	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE (Annex XVI)	X02	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE INTENDED TO BE TOTALLY OR PARTIALLY INTRODUCED INTO THE HUMAN BODY THROUGH SURGICALLY INVASIVE MEANS FOR THE PURPOSE OF MODIFYING THE ANATOMY OR FIXATION OF BODY PARTS WITH THE EXCEPTION OF TATTOOING PRODUCTS AND PIERCINGS	2	NO
X	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE (Annex XVI)	X0201	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE INTENDED TO BE TOTALLY INTRODUCED INTO THE HUMAN BODY THROUGH SURGICALLY INVASIVE MEANS FOR THE PURPOSE OF MODIFYING THE ANATOMY OF BODY PARTS WITH THE EXCEPTION OF TATTOOING PRODUCTS AND PIERCINGS	3	NO
X	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE (Annex XVI)	X020101	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE INTENDED TO BE TOTALLY INTRODUCED INTO THE HUMAN BODY THROUGH SURGICALLY INVASIVE MEANS FOR THE PURPOSE OF MODIFYING THE ANATOMY OF BODY PARTS WITH THE EXCEPTION OF TATTOOING PRODUCTS AND PIERCINGS – RESORBABLE	4	YES
X	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE (Annex XVI)	X020102	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE INTENDED TO BE TOTALLY INTRODUCED INTO THE HUMAN BODY THROUGH SURGICALLY INVASIVE MEANS FOR THE PURPOSE OF MODIFYING THE ANATOMY OF BODY PARTS WITH THE EXCEPTION OF TATTOOING PRODUCTS AND PIERCINGS – NON RESORBABLE	4	YES
X	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE (Annex XVI)	X0202	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE INTENDED TO BE PARTIALLY INTRODUCED INTO THE HUMAN BODY THROUGH SURGICALLY INVASIVE MEANS FOR THE PURPOSE OF MODIFYING THE ANATOMY OF BODY PARTS WITH THE EXCEPTION OF TATTOOING PRODUCTS AND PIERCINGS	3	NO
X	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE (Annex XVI)	X020201	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE INTENDED TO BE PARTIALLY INTRODUCED INTO THE HUMAN BODY THROUGH SURGICALLY INVASIVE MEANS FOR THE PURPOSE OF MODIFYING THE ANATOMY OF BODY PARTS WITH THE EXCEPTION OF TATTOOING PRODUCTS AND PIERCINGS – RESORBABLE	4	YES
X	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE (Annex XVI)	X020202	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE INTENDED TO BE PARTIALLY INTRODUCED INTO THE HUMAN BODY THROUGH SURGICALLY INVASIVE MEANS FOR THE PURPOSE OF MODIFYING THE ANATOMY OF BODY PARTS WITH THE EXCEPTION OF TATTOOING PRODUCTS AND PIERCINGS – NON RESORBABLE	4	YES
X	PRODUCTS WITHOUT AN INTENDED MEDICAL PURPOSE (Annex XVI)	X03	SUBSTANCES, COMBINATIONS OF SUBSTANCES, OR ITEMS WITHOUT AN INTENDED MEDICAL PURPOSE INTENDED TO BE USED FOR FACIAL OR OTHER DERMAL OR MUCOUS MEMBRANE FILLING BY SUBCUTANEOUS, SUBMUCOUS OR INTRADERMAL INJECTION OR OTHER INTRODUCTION, EXCLUDING THOSE FOR TATTOOING	2	NO
